,title_review_comments,verified_purchase
1421,Great value for money Product as described. Arrived on time and great value for money .,0
1422,Practical purchase Great bulk buy obviously you need space but it's something that you use and need,0
1423,Amazing value Great product says what it does on the tin,0
1424,Not as good as the powder Not as good as the powder. Less suds and not totally cleaned.,0
1425,Better value As expected. Better value than supermarket.,0
1426,Great value compare to any supermarket Washes well,0
1427,"Great value for money Quick delivery, good value",0
1428,"Extremely good value Persil washing capsules Some things in life are enjoyable to buy and some things plainly are not. No matter how pretty the product and how bright and bold the actual washing detergent is, it will always be a grudge purchase. No one likes to have dirty smelly clothes and wash powder / tablets / capsules are a necessity that makes a hole in everyone's weekly grocery budget that could be better spent on something interesting such as cakes or exotic vegetables that you have to look up how to cook. Along with Ariel, Fairy and Bold, Persil is one of the big brands that dominant the market for detergents. It is owned by global consumer products giant Unilever who are experts at branding and marketing. It is refreshing to see these capsules at such reasonable value., they work out 15p each which is an absolute bargain. Even the dodgy imitation ones you find in sub prime supermarkets are more than these, and the great thing about Persil is that you can guarantee that the product is going to be high quality. These capsules come in a rubbery gossamer coated casing containing a different brightly coloured gel like liquids in each of the four compartments. And very funky they look too with purple, green, white and grey swirls of gu. These things wash your clothes nicely too and have a pleasant smell without being too overbearing. I have no idea what happens to the plasticated casing on the outside of the capsule after you put in in the washing machine. Maybe it bio-de-grades, maybe it disappears by magic, this is one of lives great mysteries like the Great Sphinx at Giza, the Bermuda Triangle or the meaning of the Voynich Manuscript.",0
1429,ok it clean well,0
1430,Great value Second time ordering these. Bargain pack means it works out the same per capsule as a shops own brand! Clean the clothes well. Will definitely reorder again,0
1431,Great value for money Product as described. Arrived on time and great value for money .,0
1432,Practical purchase Great bulk buy obviously you need space but it's something that you use and need,0
1433,Amazing value Great product says what it does on the tin,0
1434,Not as good as the powder Not as good as the powder. Less suds and not totally cleaned.,0
1435,Better value As expected. Better value than supermarket.,0
1436,Great value compare to any supermarket Washes well,0
1437,"Great value for money Quick delivery, good value",0
